ITEM_ID,GENRES,YEAR,CREATION_TIMESTAMP
58,Comedy|Drama|Romance,1994,1640984400
60,Adventure|Children|Fantasy,1995,1640984400
61,Drama|Thriller,1996,1640984400
62,Drama,1995,1640984400
63,Comedy|Crime,1996,1640984400
64,Comedy|Romance,1996,1640984400
65,Comedy,1996,1640984400
66,Action|Sci-Fi|Thriller,1996,1640984400
68,Comedy|Romance,1995,1640984400
69,Comedy,1995,1640984400
70,Action|Comedy|Horror|Thriller,1996,1640984400
71,Action,1995,1640984400
72,Comedy|Drama,1995,1640984400
73,Drama|War,1995,1640984400
74,Drama|Romance,1996,1640984400
75,Comedy|Drama,1996,1640984400
76,Action|Sci-Fi|Thriller,1995,1640984400
77,Documentary,1995,1640984400
78,Action|Crime|Drama|Thriller,1995,1640984400
79,Drama|Thriller,1996,1640984400
80,Children|Drama,1995,1640984400
81,Crime|Drama|Romance,1995,1640984400
82,Comedy|Drama,1995,1640984400
83,Drama|Romance,1995,1640984400
85,Drama|Romance,1995,1640984400
86,Action|Adventure|Drama,1996,1640984400
87,Children|Comedy,1996,1640984400
88,Comedy,1996,1640984400
89,Action|Thriller,1995,1640984400
92,Drama|Horror|Thriller,1996,1640984400
93,Comedy|Horror|Romance,1995,1640984400
94,Comedy|Drama|Romance,1996,1640984400
95,Action|Adventure|Thriller,1996,1640984400
96,Comedy|Drama,1995,1640984400
97,Crime|Drama,1995,1640984400
99,Documentary,1995,1640984400
100,Drama|Thriller,1996,1640984400
101,Adventure|Comedy|Crime|Romance,1996,1640984400
102,Comedy,1996,1640984400
103,Mystery|Sci-Fi|Thriller,1996,1640984400
104,Comedy,1996,1640984400
105,Drama|Romance,1995,1640984400
106,Comedy|Drama,1994,1640984400
107,Adventure|Children|Comedy|Musical,1996,1640984400
108,Documentary,1996,1640984400
110,Action|Drama|War,1995,1640984400
111,Crime|Drama|Thriller,1976,1640984400
112,Action|Adventure|Comedy|Crime,1995,1640984400
113,Drama|Mystery,1996,1640984400
116,Documentary,1995,1640984400
117,Crime|Drama,1995,1640984400
118,Comedy|Romance,1996,1640984400
119,Comedy,1995,1640984400
121,Drama,1992,1640984400
122,Comedy|Romance,1992,1640984400
123,Drama|Mystery|Romance,1994,1640984400
125,Comedy,1996,1640984400
126,Adventure|Children|Fantasy,1994,1640984400
128,Documentary,1994,1640984400
129,Comedy|Romance,1996,1640984400
132,Thriller,1995,1640984400
135,Comedy,1996,1640984400
137,Documentary,1995,1640984400
140,Drama|Romance,1996,1640984400
141,Comedy,1996,1640984400
144,Comedy,1995,1640984400
145,Action|Comedy|Crime|Drama|Thriller,1995,1640984400
146,Adventure|Children,1995,1640984400
147,Drama,1995,1640984400
148,Drama,1995,1640984400
149,Crime|Drama|Thriller,1994,1640984400
150,Adventure|Drama|IMAX,1995,1640984400
151,Action|Drama|Romance|War,1995,1640984400
152,Drama|Horror,1995,1640984400
153,Action|Adventure|Comedy|Crime,1995,1640984400
154,Drama,1967,1640984400
155,Adventure|Drama|War,1995,1640984400
156,Comedy|Drama,1995,1640984400
157,Comedy|War,1995,1640984400
158,Adventure|Children,1995,1640984400
159,Crime|Drama|Mystery,1995,1640984400
160,Action|Adventure|Mystery|Sci-Fi,1995,1640984400
161,Drama|Thriller|War,1995,1640984400
162,Documentary,1994,1640984400
163,Action|Romance|Western,1995,1640984400
164,Crime|Film-Noir|Mystery|Thriller,1995,1640984400
165,Action|Crime|Thriller,1995,1640984400
166,Comedy|Crime|Drama,1995,1640984400
168,Action|Drama|Romance,1995,1640984400
169,Adventure|Children|Drama,1995,1640984400
170,Action|Adventure|Crime|Thriller,1995,1640984400
171,Comedy|Drama,1995,1640984400
172,Action|Sci-Fi|Thriller,1995,1640984400
173,Action|Crime|Sci-Fi,1995,1640984400
174,Comedy,1995,1640984400
175,Drama,1995,1640984400
176,Comedy,1995,1640984400
177,Horror,1995,1640984400
178,Comedy|Drama,1993,1640984400
179,Drama|Romance,1995,1640984400
180,Comedy|Romance,1995,1640984400
181,Action|Children,1995,1640984400
183,Comedy|Horror|Thriller,1994,1640984400
184,Drama,1994,1640984400
185,Action|Crime|Thriller,1995,1640984400
186,Comedy|Romance,1995,1640984400
187,Comedy,1995,1640984400
188,Fantasy|Horror|Mystery,1995,1640984400
189,Comedy|Fantasy,1995,1640984400
190,Thriller,1995,1640984400
191,Drama|Romance,1995,1640984400
193,Drama,1995,1640984400
194,Comedy|Drama,1995,1640984400
195,Comedy|Drama|Romance,1995,1640984400
196,Horror|Sci-Fi,1995,1640984400
198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995,1640984400
199,Drama|Musical|Romance,1964,1640984400
201,Drama|Fantasy,1995,1640984400
202,Drama|Romance,1995,1640984400
203,Comedy,1995,1640984400
204,Action,1995,1640984400
205,Comedy|Drama,1995,1640984400
206,Documentary,1995,1640984400
207,Drama|Romance,1995,1640984400
208,Action|Adventure|Sci-Fi,1995,1640984400
209,Drama,1995,1640984400
210,Western,1995,1640984400
211,Drama,1994,1640984400
212,Adventure|Comedy|Crime|Mystery,1995,1640984400
213,Drama,1994,1640984400
214,Drama|War,1994,1640984400
215,Drama|Romance,1995,1640984400
216,Comedy,1995,1640984400
217,Drama|Thriller,1995,1640984400
218,Comedy|Drama,1995,1640984400
219,Drama,1995,1640984400
220,Horror,1995,1640984400
222,Drama|Romance,1995,1640984400
223,Comedy,1994,1640984400
224,Comedy|Drama|Romance,1995,1640984400
225,Drama|Thriller,1994,1640984400
227,Action|Thriller,1994,1640984400
228,Comedy,1995,1640984400
229,Drama|Thriller,1994,1640984400
230,Drama|Thriller,1995,1640984400
231,Adventure|Comedy,1994,1640984400
232,Comedy|Drama|Romance,1994,1640984400
233,Drama,1994,1640984400
234,Comedy,1994,1640984400
235,Comedy|Drama,1994,1640984400
236,Action|Comedy|Romance,1995,1640984400
237,Comedy|Romance,1995,1640984400
238,Adventure|Children,1995,1640984400
239,Animation|Children|Comedy|Romance,1995,1640984400
240,Thriller,1995,1640984400
241,Children|Drama,1995,1640984400
242,Drama|Musical,1994,1640984400
243,Children|Comedy|Fantasy,1995,1640984400
246,Documentary,1994,1640984400
247,Crime|Drama,1994,1640984400
248,Comedy,1994,1640984400
249,Drama|Romance,1994,1640984400
250,Children|Comedy,1995,1640984400
251,Action,1995,1640984400
252,Comedy|Romance,1994,1640984400
253,Drama|Horror,1994,1640984400
254,Drama,1995,1640984400
255,Comedy,1995,1640984400
256,Comedy|Sci-Fi,1994,1640984400
257,Mystery|Thriller,1995,1640984400
258,Adventure|Children|Comedy|Fantasy|Romance,1995,1640984400
259,Crime|Drama|Thriller,1995,1640984400
260,Action|Adventure|Sci-Fi,1977,1640984400
261,Drama,1994,1640984400
262,Children|Drama,1995,1640984400
263,Drama,1994,1640984400
265,Drama|Fantasy|Romance,1992,1640984400
266,Drama|Romance|War|Western,1994,1640984400
267,Comedy,1995,1640984400
269,Drama,1993,1640984400
270,Drama|Romance,1994,1640984400
271,Drama,1995,1640984400
272,Comedy|Drama,1994,1640984400
273,Drama|Horror|Sci-Fi,1994,1640984400
274,Comedy,1995,1640984400
275,Comedy,1994,1640984400
276,Comedy|Romance,1994,1640984400
277,Drama,1994,1640984400
278,Comedy,1995,1640984400
279,Drama,1995,1640984400
280,Drama|Thriller,1995,1640984400
281,Comedy|Drama|Romance,1994,1640984400
282,Drama,1994,1640984400
283,Crime|Drama,1995,1640984400
284,Action|Crime,1993,1640984400
285,Drama|Horror,1993,1640984400
287,Comedy|Romance,1994,1640984400
288,Action|Crime|Thriller,1994,1640984400
289,Comedy|Romance,1994,1640984400
290,Crime|Drama,1994,1640984400
291,Drama|Thriller,1996,1640984400
292,Action|Drama|Sci-Fi|Thriller,1995,1640984400
293,Action|Crime|Drama|Thriller,1994,1640984400
294,Comedy|Romance,1995,1640984400
295,Comedy|Romance,1995,1640984400
296,Comedy|Crime|Drama|Thriller,1994,1640984400
298,Drama,1992,1640984400
299,Drama,1994,1640984400
300,Drama,1994,1640984400
301,Drama|Romance,1994,1640984400
302,Drama|Romance,1994,1640984400
303,Action|Thriller|Western,1995,1640984400
304,Comedy|Drama,1995,1640984400
305,Comedy,1994,1640984400
306,Drama,1994,1640984400
307,Drama,1993,1640984400
308,Comedy|Drama,1994,1640984400
310,Comedy,1995,1640984400
311,Horror|Thriller,1994,1640984400
312,Comedy,1995,1640984400
313,Animation|Children,1994,1640984400
314,Children|Drama|Fantasy|Mystery,1994,1640984400
315,Action|Drama|Thriller,1994,1640984400
316,Action|Adventure|Sci-Fi,1994,1640984400
317,Comedy|Drama|Fantasy,1994,1640984400
318,Crime|Drama,1994,1640984400
319,Comedy|Drama|Thriller,1994,1640984400
320,Film-Noir|Thriller,1993,1640984400
321,Drama,1993,1640984400
322,Comedy|Drama,1995,1640984400
324,Comedy|Drama,1994,1640984400
325,Comedy,1995,1640984400
326,Drama,1994,1640984400
327,Action|Comedy|Sci-Fi,1995,1640984400
328,Horror|Thriller,1995,1640984400
329,Adventure|Drama|Sci-Fi,1994,1640984400
330,Action|Crime|Horror,1995,1640984400
331,Drama,1994,1640984400
332,Horror|Sci-Fi,1995,1640984400
333,Comedy,1995,1640984400
334,Drama,1994,1640984400
335,Mystery|Thriller,1995,1640984400
336,Drama|War,1995,1640984400
337,Drama,1993,1640984400
338,Action|Sci-Fi|Thriller,1995,1640984400
339,Comedy|Romance,1995,1640984400
340,Adventure|Drama|War,1994,1640984400
341,Drama,1994,1640984400
342,Comedy,1994,1640984400
343,Children,1995,1640984400
344,Comedy,1994,1640984400
345,Comedy|Drama,1994,1640984400
346,Drama|Musical,1993,1640984400
347,Drama|Film-Noir|Romance,1992,1640984400
348,Comedy,1994,1640984400
349,Action|Crime|Drama|Thriller,1994,1640984400
350,Drama|Mystery|Thriller,1994,1640984400
351,Comedy|Drama|Romance,1994,1640984400
352,Comedy|Drama,1994,1640984400
353,Action|Crime|Fantasy|Thriller,1994,1640984400
354,Drama,1994,1640984400
355,Children|Comedy|Fantasy,1994,1640984400
356,Comedy|Drama|Romance|War,1994,1640984400
357,Comedy|Romance,1994,1640984400
358,Drama,1995,1640984400
359,Comedy|Drama|Romance,1994,1640984400
360,Action|Comedy,1994,1640984400
361,Comedy|Drama|Romance,1994,1640984400
362,Adventure|Children|Romance,1994,1640984400
363,Documentary,1993,1640984400
364,Adventure|Animation|Children|Drama|Musical|IMAX,1994,1640984400
365,Drama,1993,1640984400
366,Drama|Horror|Mystery|Thriller,1994,1640984400
367,Action|Comedy|Crime|Fantasy,1994,1640984400
368,Adventure|Comedy|Western,1994,1640984400
369,Drama,1994,1640984400
370,Action|Comedy,1994,1640984400
371,Comedy|Drama,1994,1640984400
372,Comedy|Drama|Romance,1994,1640984400
373,Thriller,1992,1640984400
374,Children|Comedy,1994,1640984400
376,Action|Thriller,1994,1640984400
377,Action|Romance|Thriller,1994,1640984400
378,Comedy|Romance,1994,1640984400
379,Action|Sci-Fi|Thriller,1994,1640984400
380,Action|Adventure|Comedy|Romance|Thriller,1994,1640984400
381,Drama|Romance,1994,1640984400
382,Drama|Horror|Romance|Thriller,1994,1640984400
383,Western,1994,1640984400
384,Action|Crime|Drama,1995,1640984400
385,Drama,1994,1640984400
386,Drama,1994,1640984400
387,Action|Comedy,1994,1640984400
388,Drama,1995,1640984400
389,Drama|Romance|War,1994,1640984400
390,Action|Crime|Drama,1965,1640984400
391,Crime|Drama,1994,1640984400
393,Action|Adventure|Fantasy,1994,1640984400
405,Action|Fantasy,1994,1640984400
406,Drama,1994,1640984400
407,Horror|Thriller,1995,1640984400
408,Drama,1994,1640984400
409,Crime|Drama,1994,1640984400
410,Children|Comedy|Fantasy,1993,1640984400
412,Drama,1993,1640984400
413,Comedy,1994,1640984400
414,Comedy,1994,1640984400
415,Comedy|Thriller,1993,1640984400
416,Western,1994,1640984400
417,Comedy|Romance,1994,1640984400
418,Drama,1993,1640984400
419,Comedy,1993,1640984400
420,Action|Comedy|Crime|Thriller,1994,1640984400
421,Adventure|Children|Drama,1994,1640984400
422,Thriller,1994,1640984400
423,Action|Thriller,1994,1640984400
424,Drama,1994,1640984400
425,Drama|Romance,1994,1640984400
426,Horror|Sci-Fi|Thriller,1993,1640984400
427,Drama|Mystery|Romance|Thriller,1993,1640984400
428,Drama,1993,1640984400
429,Comedy,1994,1640984400
430,Comedy|Drama,1993,1640984400
431,Crime|Drama,1993,1640984400
432,Adventure|Comedy|Western,1994,1640984400
433,Comedy,1994,1640984400
434,Action|Adventure|Thriller,1993,1640984400
435,Comedy|Sci-Fi,1993,1640984400
436,Drama|Thriller,1994,1640984400
437,Comedy,1994,1640984400
438,Action|Comedy|Drama,1994,1640984400
440,Comedy|Romance,1993,1640984400
441,Comedy,1993,1640984400
442,Action|Adventure|Sci-Fi,1993,1640984400
444,Comedy|Romance,1993,1640984400
445,Comedy,1993,1640984400
446,Drama|Romance,1993,1640984400
448,Drama,1993,1640984400
449,Comedy,1994,1640984400
450,Comedy|Drama,1994,1640984400
451,Drama|Mystery|Romance,1993,1640984400
452,Drama,1994,1640984400
453,Comedy|Romance,1993,1640984400
454,Drama|Thriller,1993,1640984400
455,Adventure|Children|Drama,1993,1640984400
456,Crime|Drama|Thriller,1994,1640984400
457,Thriller,1993,1640984400
458,Drama|Western,1993,1640984400
459,Action|Adventure|Crime|Drama|Romance|Thriller,1994,1640984400
460,Comedy,1994,1640984400
461,Drama|Romance,1994,1640984400
464,Action|Adventure|Crime|Thriller,1993,1640984400
466,Action|Comedy|War,1993,1640984400
467,Comedy,1995,1640984400
468,Comedy|Romance,1995,1640984400
469,Drama|Romance,1993,1640984400
470,Comedy,1994,1640984400
471,Comedy,1994,1640984400
472,Comedy|Drama,1994,1640984400
473,Comedy|War,1994,1640984400
474,Action|Thriller,1993,1640984400
475,Drama,1993,1640984400
476,Comedy|Drama,1994,1640984400
477,Drama|Musical,1993,1640984400
478,Comedy|Crime|Drama,1994,1640984400
479,Action|Crime|Thriller,1993,1640984400
480,Action|Adventure|Sci-Fi|Thriller,1993,1640984400
481,Drama|Thriller,1993,1640984400
482,Crime|Drama|Thriller,1994,1640984400
484,Adventure|Children,1994,1640984400
485,Action|Adventure|Comedy|Fantasy,1993,1640984400
486,Comedy,1993,1640984400
487,Comedy|Western,1994,1640984400
488,Drama|Romance,1993,1640984400
489,Comedy,1993,1640984400
490,Thriller,1993,1640984400
491,Drama,1993,1640984400
492,Comedy|Mystery,1993,1640984400
493,Action|Crime|Drama,1993,1640984400
494,Action|Adventure|Thriller,1996,1640984400
495,Drama,1976,1640984400
496,Comedy|Drama|Romance|Thriller,1994,1640984400
497,Comedy|Romance,1993,1640984400
499,Comedy|Romance,1993,1640984400
500,Comedy|Drama,1993,1640984400
501,Drama,1993,1640984400
502,Action|Children|Romance,1994,1640984400
504,Action|Drama|Sci-Fi,1994,1640984400
505,Comedy,1994,1640984400
506,Drama|Fantasy|Romance,1992,1640984400
507,Crime|Drama|Thriller,1993,1640984400
508,Drama,1993,1640984400
509,Drama|Romance,1993,1640984400
510,Drama,1993,1640984400
511,Action|Drama,1993,1640984400
512,Horror|Sci-Fi,1994,1640984400
513,Comedy|Mystery|Romance,1994,1640984400
514,Comedy,1994,1640984400
515,Drama|Romance,1993,1640984400
516,Comedy|Drama,1994,1640984400
517,Action|Drama|Mystery,1993,1640984400
518,Comedy,1994,1640984400
519,Action|Crime|Drama|Sci-Fi|Thriller,1993,1640984400
520,Comedy,1993,1640984400
521,Crime|Thriller,1993,1640984400
522,Action|Drama,1992,1640984400
523,Drama,1993,1640984400
524,Drama,1993,1640984400
526,Drama,1992,1640984400
527,Drama|War,1993,1640984400
528,Comedy|Drama,1994,1640984400
529,Drama,1993,1640984400
531,Children|Drama,1993,1640984400
532,Comedy|Crime|Horror,1994,1640984400
533,Action|Adventure|Fantasy|Mystery,1994,1640984400
534,Drama|Romance,1993,1640984400
535,Drama,1993,1640984400
536,Drama,1994,1640984400
537,Drama,1994,1640984400
538,Drama,1993,1640984400
539,Comedy|Drama|Romance,1993,1640984400
540,Thriller,1993,1640984400
541,Action|Sci-Fi|Thriller,1982,1640984400
542,Comedy|Drama|Romance,1993,1640984400
543,Comedy|Romance|Thriller,1993,1640984400
544,Action|Crime,1993,1640984400
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi,1993,1640984400
547,Action|Adventure|Thriller,1994,1640984400
548,Action|Mystery|Thriller,1994,1640984400
549,Drama|Musical,1993,1640984400
550,Comedy|Romance,1994,1640984400
551,Animation|Children|Fantasy|Musical,1993,1640984400
552,Action|Adventure|Comedy|Romance,1993,1640984400
553,Action|Drama|Western,1993,1640984400
555,Crime|Thriller,1993,1640984400
556,Documentary,1993,1640984400
558,Action|Adventure|Animation|Children|Fantasy,1994,1640984400
562,Comedy|Drama,1995,1640984400
563,Drama|Romance,1993,1640984400
564,Comedy,1994,1640984400
567,Comedy|Drama,1993,1640984400
568,Comedy|Drama,1993,1640984400
569,Comedy|Drama,1994,1640984400
573,Drama,1992,1640984400
574,Comedy|Drama,1994,1640984400
575,Children|Comedy,1994,1640984400
577,Adventure|Children|Drama,1994,1640984400
579,Crime|Thriller,1993,1640984400
580,Drama,1994,1640984400
581,Documentary,1995,1640984400
583,Comedy|Drama,1994,1640984400
585,Comedy,1995,1640984400
586,Children|Comedy,1990,1640984400
587,Comedy|Drama|Fantasy|Romance|Thriller,1990,1640984400
588,Adventure|Animation|Children|Comedy|Musical,1992,1640984400
589,Action|Sci-Fi,1991,1640984400
590,Adventure|Drama|Western,1990,1640984400
592,Action|Crime|Thriller,1989,1640984400
593,Crime|Horror|Thriller,1991,1640984400
594,Animation|Children|Drama|Fantasy|Musical,1937,1640984400
595,Animation|Children|Fantasy|Musical|Romance|IMAX,1991,1640984400
596,Animation|Children|Fantasy|Musical,1940,1640984400
597,Comedy|Romance,1990,1640984400
599,Adventure|Western,1969,1640984400
600,Action|Comedy|Crime,1994,1640984400
602,Documentary,1994,1640984400
605,Drama|Romance,1996,1640984400
606,Fantasy|Horror,1995,1640984400
608,Comedy|Crime|Drama|Thriller,1996,1640984400
609,Adventure|Children,1996,1640984400
610,Action|Adventure|Animation|Horror|Sci-Fi,1981,1640984400
611,Action|Horror|Sci-Fi,1996,1640984400
612,Comedy,1996,1640984400
613,Drama|Romance,1996,1640984400
615,Comedy|Drama,1973,1640984400
616,Animation|Children,1970,1640984400
617,Comedy|Drama,1995,1640984400
618,Comedy|Romance,1995,1640984400
619,Comedy,1996,1640984400
626,Comedy,1996,1640984400
627,Drama|Thriller,1995,1640984400
628,Crime|Drama|Mystery|Thriller,1996,1640984400
631,Adventure|Animation|Children|Fantasy|Musical|Romance,1996,1640984400
632,Drama|War,1995,1640984400
633,Comedy,1995,1640984400
634,Comedy,1995,1640984400
635,Comedy|Drama,1996,1640984400
636,Drama,1995,1640984400
637,Comedy,1996,1640984400
638,Romance,1995,1640984400
639,Comedy|Drama,1996,1640984400
640,Drama|Thriller,1996,1640984400
645,Drama,1995,1640984400
647,Action|Crime|Drama|War,1996,1640984400
648,Action|Adventure|Mystery|Thriller,1996,1640984400
649,Comedy|Drama,1995,1640984400
650,Drama,1996,1640984400
653,Action|Adventure|Fantasy,1996,1640984400
656,Comedy,1996,1640984400
661,Adventure|Animation|Children|Fantasy|Musical,1996,1640984400
662,Thriller,1996,1640984400
663,Comedy,1996,1640984400
665,Comedy|Drama|War,1995,1640984400
667,Action,1996,1640984400
668,Drama,1955,1640984400
670,Drama,1959,1640984400
671,Comedy|Sci-Fi,1996,1640984400
673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,1996,1640984400
674,Adventure|Comedy|Sci-Fi,1968,1640984400
678,Drama|Thriller,1993,1640984400
679,Drama,1995,1640984400
680,Drama|Mystery|Romance|Sci-Fi|Thriller,1965,1640984400
685,Drama,1996,1640984400
688,Action|Adventure|Comedy|War,1995,1640984400
691,Comedy|Romance,1996,1640984400
692,Action|Sci-Fi|Thriller,1996,1640984400
694,Action|Crime|Drama,1996,1640984400
695,Mystery|Thriller,1996,1640984400
697,Drama|Romance,1996,1640984400
698,Drama,1995,1640984400
700,Comedy,1995,1640984400
703,Drama,1996,1640984400
704,Action|Adventure,1996,1640984400
706,Drama,1996,1640984400
707,Crime|Drama|Thriller,1996,1640984400
708,Comedy|Romance,1996,1640984400
709,Adventure|Animation|Children|Comedy|Musical,1988,1640984400
710,Comedy,1996,1640984400
711,Adventure|Children,1996,1640984400
714,Drama|Mystery|Western,1995,1640984400
715,Drama|Romance,1995,1640984400
718,Comedy|Fantasy|Sci-Fi,1993,1640984400
719,Comedy,1996,1640984400
720,Adventure|Animation|Comedy,1996,1640984400
722,Documentary,1996,1640984400
724,Drama|Fantasy|Horror|Thriller,1996,1640984400
725,Comedy,1996,1640984400
726,Drama,1996,1640984400
728,Comedy,1995,1640984400
731,Crime|Thriller,1996,1640984400
733,Action|Adventure|Thriller,1996,1640984400
735,Horror,1994,1640984400
736,Action|Adventure|Romance|Thriller,1996,1640984400
737,Action|Sci-Fi,1996,1640984400
741,Animation|Sci-Fi,1995,1640984400
742,Horror|Thriller,1996,1640984400
743,Comedy,1996,1640984400
745,Animation|Children|Comedy,1995,1640984400
747,Comedy,1996,1640984400
748,Action|Sci-Fi|Thriller,1996,1640984400
750,Comedy|War,1964,1640984400
757,Drama,1994,1640984400
759,Documentary,1994,1640984400
760,Drama|War,1993,1640984400
761,Action|Adventure,1996,1640984400
762,Comedy|Crime,1996,1640984400
764,Drama|Romance,1995,1640984400
765,Comedy|Drama,1996,1640984400
766,Drama,1996,1640984400
773,Drama,1973,1640984400
775,Horror|Mystery,1968,1640984400
778,Comedy|Crime|Drama,1996,1640984400
779,Drama|Romance,1997,1640984400
780,Action|Adventure|Sci-Fi|Thriller,1996,1640984400
781,Drama,1996,1640984400
782,Drama|Thriller,1996,1640984400
783,Animation|Children|Drama|Musical|Romance,1996,1640984400
784,Comedy|Thriller,1996,1640984400
785,Comedy,1996,1640984400
786,Action|Drama|Thriller,1996,1640984400
788,Comedy|Fantasy|Romance|Sci-Fi,1996,1640984400
790,Drama,1994,1640984400
791,Documentary,1994,1640984400
795,Drama,1994,1640984400
798,Action|Adventure|Drama|Thriller,1996,1640984400
799,Comedy|Horror|Thriller,1996,1640984400
800,Drama|Mystery|Western,1996,1640984400
801,Children|Comedy,1996,1640984400
802,Drama|Romance,1996,1640984400
803,Comedy|Drama|Romance,1996,1640984400
804,Comedy|Romance,1996,1640984400
805,Drama|Thriller,1996,1640984400
806,Crime|Drama,1996,1640984400
808,Adventure|Children,1996,1640984400
809,Action|Adventure,1996,1640984400
810,Children|Comedy|Fantasy,1996,1640984400
813,Comedy,1996,1640984400
818,Comedy,1996,1640984400
823,Drama,1967,1640984400
824,Drama|Mystery,1993,1640984400
828,Adventure|Children,1996,1640984400
829,Comedy|Fantasy|Musical,1996,1640984400
830,Comedy,1996,1640984400
832,Crime|Thriller,1996,1640984400
833,Comedy,1996,1640984400
835,Drama,1996,1640984400
836,Action|Adventure|Thriller,1996,1640984400
837,Children|Comedy|Fantasy,1996,1640984400
838,Comedy|Drama|Romance,1996,1640984400
839,Action|Thriller,1996,1640984400
840,Children|Comedy,1996,1640984400
841,Horror,1959,1640984400
842,Comedy|Horror,1996,1640984400
848,Drama,1996,1640984400
849,Action|Adventure|Sci-Fi|Thriller,1996,1640984400
851,Drama,1996,1640984400
852,Comedy|Drama|Romance,1996,1640984400
858,Crime|Drama,1972,1640984400
861,Action|Comedy|Crime|Thriller,1992,1640984400
866,Crime|Drama|Romance|Thriller,1996,1640984400
867,Comedy|Crime,1996,1640984400
869,Crime|Drama|Musical|Thriller,1996,1640984400
870,Comedy,1997,1640984400
875,Action|Crime|Drama,1994,1640984400
876,Action|Comedy|Crime|Thriller,1993,1640984400
879,Horror|Thriller,1997,1640984400
880,Sci-Fi|Thriller,1996,1640984400
881,Children|Comedy,1996,1640984400
882,Drama|Thriller,1996,1640984400
885,Children|Drama|Fantasy,1996,1640984400
886,Action|Comedy|Crime,1996,1640984400
888,Adventure|Animation|Children|Musical,1995,1640984400
889,Drama|Romance,1994,1640984400
891,Horror|Thriller,1995,1640984400
892,Comedy|Drama|Romance,1996,1640984400
893,Drama,1996,1640984400
896,Drama,1994,1640984400
897,Adventure|Drama|Romance|War,1943,1640984400
898,Comedy|Drama|Romance,1940,1640984400
899,Comedy|Musical|Romance,1952,1640984400
900,Musical|Romance,1951,1640984400
901,Comedy|Musical,1957,1640984400
902,Drama|Romance,1961,1640984400
903,Drama|Mystery|Romance|Thriller,1958,1640984400
904,Mystery|Thriller,1954,1640984400
905,Comedy|Romance,1934,1640984400
906,Drama|Thriller,1944,1640984400
907,Comedy|Musical|Romance,1934,1640984400
908,Action|Adventure|Mystery|Romance|Thriller,1959,1640984400
909,Comedy|Drama|Romance,1960,1640984400
910,Comedy|Crime,1959,1640984400
911,Comedy|Crime|Mystery|Romance|Thriller,1963,1640984400
912,Drama|Romance,1942,1640984400
913,Film-Noir|Mystery,1941,1640984400
914,Comedy|Drama|Musical|Romance,1964,1640984400
915,Comedy|Romance,1954,1640984400
916,Comedy|Drama|Romance,1953,1640984400
917,Children|Drama,1939,1640984400
918,Musical,1944,1640984400
919,Adventure|Children|Fantasy|Musical,1939,1640984400
920,Drama|Romance|War,1939,1640984400
921,Comedy,1982,1640984400
922,Drama|Film-Noir|Romance,1950,1640984400
923,Drama|Mystery,1941,1640984400
924,Adventure|Drama|Sci-Fi,1968,1640984400
926,Drama,1950,1640984400
927,Comedy,1939,1640984400
928,Drama|Mystery|Romance|Thriller,1940,1640984400
